RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Denise Gomes,Eduarda Moura,0,0,50,18,0,5,1,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Denise Gomes,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Taylor Lapilus,Cody Stamann,0,0,100,59,0,1,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Taylor Lapilus,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Rayanne dos Santos,Puja Tomar,0,0,84,95,0,0,0,0,UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",WIN,Puja Tomar,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Dustin Poirier,Islam Makhachev,0,0,74,88,0,5,0,2,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Islam Makhachev,SUBD'Arce,SUBD'Arce Choke,5,2:42,Lightweight,1.0,1.0,1.0,0.0,0.0
Paulo Costa,Sean Strickland,0,0,158,182,0,0,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Sean Strickland,S-DEC,S-DEC,5,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Michal Oleksiejczuk,Kevin Holland,0,0,8,8,0,0,0,1,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Kevin Holland,SUBArmbar,SUBArmbar,1,1:34,Middleweight,0.0,0.0,1.0,0.0,0.0
Alex Morono,Niko Price,0,0,96,108,1,5,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Niko Price,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Elizeu Zaleski dos Santos,Randy Brown,0,0,26,67,4,0,1,2,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Randy Brown,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Cesar Almeida,Roman Kopylov,0,1,58,41,0,5,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Roman Kopylov,S-DEC,S-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Alexandr Romanov,Jailton Almeida,0,0,1,1,0,1,0,2,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Jailton Almeida,SUBRear,SUBRear Naked Choke,1,2:27,Heavyweight,0.0,0.0,0.0,0.0,0.0
Joe Solecki,Grant Dawson,0,0,12,46,0,3,1,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Grant Dawson,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Phil Rowe,Jake Matthews,0,0,34,66,0,1,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Jake Matthews,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Bassil Hafez,Mickey Gall,0,0,95,83,3,1,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Bassil Hafez,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Joselyne Edwards,Ailin Perez,0,1,27,42,0,6,1,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Ailin Perez,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Mitch Raposo,Andre Lima,0,0,32,51,1,0,0,0,UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",WIN,Andre Lima,S-DEC,S-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Lerone Murphy,Edson Barboza,0,0,220,79,4,0,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Lerone Murphy,U-DEC,U-DEC,5,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0
Carlston Harris,Khaos Williams,0,1,14,12,0,0,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Khaos Williams,KO/TKOPunch,KO/TKOPunch,1,1:30,Welterweight,0.0,0.0,1.0,0.0,0.0
Themba Gorimbo,Ramiz Brahimaj,0,0,43,3,5,1,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Themba Gorimbo,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Vinicius Salvador,Adrian Yanez,0,1,17,36,0,0,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Adrian Yanez,KO/TKOPunches,KO/TKOPunches,1,2:47,Bantamweight,0.0,0.0,0.0,0.0,0.0
Angela Hill,Luana Pinheiro,0,0,28,17,2,1,1,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Angela Hill,SUBGuillotine,SUBGuillotine Choke,2,4:12,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Tom Nolan,Victor Martinez,0,1,33,18,0,0,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Tom Nolan,KO/TKOKnee,KO/TKOKnee,1,3:50,Lightweight,0.0,0.0,0.0,0.0,0.0
Oumar Sy,Tuco Tokkos,0,0,0,3,2,0,1,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Oumar Sy,SUBRear,SUBRear Naked Choke,1,3:43,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Tamires Vidal,Melissa Gatto,0,0,15,30,0,2,1,1,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Melissa Gatto,KO/TKOPunch,KO/TKOPunch,3,0:37,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Warlley Alves,Abus Magomedov,0,0,16,22,0,6,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Abus Magomedov,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Ariane Carnelossi,Piera Rodriguez,0,1,16,40,0,1,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Ariane Carnelossi,DQ,DQ,2,3:16,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Kleydson Rodrigues,Alatengheili,0,0,37,18,0,3,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Alatengheili,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Vanessa Demopoulos,Emily Ducote,0,0,109,143,0,0,0,0,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",WIN,Vanessa Demopoulos,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Rodrigo Nascimento,Derrick Lewis,0,1,27,41,1,1,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Derrick Lewis,KO/TKOPunch,KO/TKOPunch,3,0:49,Heavyweight,0.0,0.0,0.0,0.0,0.0
Joaquin Buckley,Nursulton Ruziboev,1,0,86,31,4,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Joaquin Buckley,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Carlos Ulberg,Alonzo Menifield,1,0,7,1,0,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Carlos Ulberg,KO/TKOPunches,KO/TKOPunches,1,0:12,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Diego Ferreira,Mateusz Rebecki,0,1,123,52,3,4,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Diego Ferreira,KO/TKOPunches,KO/TKOPunches,3,4:51,Lightweight,0.0,0.0,1.0,0.0,0.0
Sean Woodson,Alex Caceres,0,0,101,82,0,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Sean Woodson,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Robelis Despaigne,Waldo Cortes-Acosta,0,0,26,52,0,3,0,1,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Waldo Cortes-Acosta,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Chase Hooper,Viacheslav Borshchev,1,0,62,2,1,0,2,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Chase Hooper,SUBD'Arce,SUBD'Arce Choke,2,3:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Terrance McKinney,Esteban Ribovics,0,1,5,5,0,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Esteban Ribovics,KO/TKOKick,KO/TKOKick,1,0:37,Lightweight,0.0,0.0,0.0,0.0,0.0
Tabatha Ricci,Tecia Pennington,0,0,54,80,1,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Tabatha Ricci,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Billy Ray Goff,Trey Waters,0,0,116,96,1,0,0,1,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Trey Waters,U-DEC,U-DEC,3,5:00,Welterweight,0.0,1.0,0.0,0.0,0.0
Jake Hadley,Charles Johnson,0,1,48,70,0,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Charles Johnson,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Veronica Hardy,JJ Aldrich,0,0,36,27,0,0,0,0,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",WIN,Veronica Hardy,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Alexandre Pantoja,Steve Erceg,0,0,125,111,9,1,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Alexandre Pantoja,U-DEC,U-DEC,5,5:00,Flyweight,1.0,0.0,0.0,0.0,0.0
Jose Aldo,Jonathan Martinez,0,0,77,52,1,0,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Jose Aldo,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Vitor Petrino,Anthony Smith,0,0,10,11,1,0,0,1,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Anthony Smith,SUBGuillotine,SUBGuillotine Choke,1,2:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Michel Pereira,Ihor Potieria,0,0,6,2,0,0,1,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Michel Pereira,SUBGuillotine,SUBGuillotine Choke,1,0:54,Middleweight,0.0,0.0,1.0,0.0,0.0
Paul Craig,Caio Borralho,0,1,22,36,0,0,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Caio Borralho,KO/TKOPunches,KO/TKOPunches,2,2:10,Middleweight,0.0,0.0,1.0,0.0,0.0
Joanderson Brito,Jack Shore,0,0,30,24,1,0,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Joanderson Brito,KO/TKO,KO/TKO,2,3:35,Featherweight,0.0,0.0,0.0,0.0,0.0
Karolina Kowalkiewicz,Iasmin Lucindo,0,0,42,83,0,2,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Iasmin Lucindo,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Elves Brener,Myktybek Orolbai,0,1,48,65,3,5,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Myktybek Orolbai,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Joaquim Silva,Drakkar Klose,1,0,59,70,0,0,1,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Drakkar Klose,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Jamie Mullarkey,Mauricio Ruffy,0,1,14,25,0,0,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Mauricio Ruffy,KO/TKOPunches,KO/TKOPunches,1,4:42,Lightweight,0.0,0.0,1.0,0.0,0.0
Ernesta Kareckaite,Dione Barbosa,0,0,53,39,1,2,0,1,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Dione Barbosa,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Ismael Bonfim,Vinc Pichel,0,0,111,61,1,1,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Ismael Bonfim,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Kevin Borjas,Alessandro Costa,0,1,18,46,0,0,0,0,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Alessandro Costa,KO/TKOPunches,KO/TKOPunches,2,1:35,Flyweight,0.0,0.0,1.0,0.0,0.0
Alex Perez,Matheus Nicolau,1,0,28,22,0,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Alex Perez,KO/TKOPunch,KO/TKOPunch,2,2:16,Flyweight,0.0,0.0,1.0,0.0,0.0
Bogdan Guskov,Ryan Spann,1,0,31,15,0,1,0,1,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Bogdan Guskov,KO/TKOPunches,KO/TKOPunches,2,3:16,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Karine Silva,Ariane da Silva,0,0,27,42,5,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Karine Silva,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Austen Lane,Jhonata Diniz,0,1,17,20,1,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Jhonata Diniz,KO/TKOPunch,KO/TKOPunch,2,2:12,Heavyweight,0.0,0.0,1.0,0.0,0.0
David Onama,Jonathan Pearce,0,0,58,57,0,5,1,1,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,David Onama,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Uros Medic,Tim Means,1,0,7,7,0,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Uros Medic,KO/TKOPunch,KO/TKOPunch,1,2:09,Welterweight,0.0,0.0,1.0,0.0,0.0
Victor Henry,Rani Yahya,2,0,109,54,0,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Victor Henry,KO/TKOPunches,KO/TKOPunches,3,2:36,Bantamweight,0.0,0.0,0.0,0.0,0.0
Michal Figlak,Austin Hubbard,0,0,92,88,0,3,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Austin Hubbard,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Don'Tale Mayes,Caio Machado,1,0,67,76,0,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Don'Tale Mayes,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Marnic Mann,Ketlen Souza,0,0,31,80,2,1,1,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Ketlen Souza,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
James Llontop,Chris Padilla,0,0,19,12,0,3,0,1,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Chris Padilla,SUBRear,SUBRear Naked Choke,1,4:33,Lightweight,0.0,0.0,0.0,0.0,0.0
Ivana Petrovic,Liang Na,0,0,36,24,3,1,1,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Ivana Petrovic,SUBArm,SUBArm Triangle,3,1:29,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Maheshate,Gabriel Benitez,0,0,97,121,0,0,0,0,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",WIN,Maheshate,S-DEC,S-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Jamahal Hill,Alex Pereira,0,1,12,24,0,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Alex Pereira,KO/TKOPunch,KO/TKOPunch,1,3:14,Light Heavyweight,1.0,0.0,0.0,0.0,0.0
Yan Xiaonan,Zhang Weili,1,0,43,106,3,6,0,2,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Zhang Weili,U-DEC,U-DEC,5,5:00,Women's Strawweight,1.0,0.0,0.0,0.0,0.0
Max Holloway,Justin Gaethje,1,0,181,103,0,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Max Holloway,KO/TKOPunch,KO/TKOPunch,5,4:59,Lightweight,0.0,1.0,1.0,0.0,0.0
Arman Tsarukyan,Charles Oliveira,0,0,49,19,2,0,0,4,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Arman Tsarukyan,S-DEC,S-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Bo Nickal,Cody Brundage,0,0,8,4,3,0,2,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Bo Nickal,SUBRear,SUBRear Naked Choke,2,3:38,Middleweight,0.0,0.0,0.0,0.0,0.0
Jiri Prochazka,Aleksandar Rakic,0,0,69,58,1,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Jiri Prochazka,KO/TKOPunches,KO/TKOPunches,2,3:17,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Aljamain Sterling,Calvin Kattar,0,0,39,8,8,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Aljamain Sterling,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Holly Holm,Kayla Harrison,0,0,2,51,0,2,0,1,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Kayla Harrison,SUBRear,SUBRear Naked Choke,2,1:47,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Diego Lopes,Sodiq Yusuff,2,0,26,2,0,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Diego Lopes,KO/TKOPunches,KO/TKOPunches,1,1:29,Featherweight,0.0,0.0,0.0,0.0,0.0
Renato Moicano,Jalin Turner,0,1,36,16,2,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Renato Moicano,KO/TKOPunches,KO/TKOPunches,2,4:11,Lightweight,0.0,0.0,0.0,0.0,0.0
Marina Rodriguez,Jessica Andrade,0,0,82,89,0,1,1,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Jessica Andrade,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
King Green,Jim Miller,1,0,186,57,1,0,0,0,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,King Green,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Cody Garbrandt,Deiveson Figueiredo,0,0,16,13,0,1,0,2,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",WIN,Deiveson Figueiredo,SUBRear,SUBRear Naked Choke,2,4:02,Bantamweight,0.0,0.0,0.0,0.0,0.0
Chris Curtis,Brendan Allen,0,0,124,112,0,6,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Brendan Allen,S-DEC,S-DEC,5,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Damon Jackson,Alexander Hernandez,0,1,42,32,3,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Damon Jackson,S-DEC,S-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Morgan Charriere,Chepe Mariscal,0,0,49,71,2,1,1,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Chepe Mariscal,S-DEC,S-DEC,3,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0
Ignacio Bahamondes,Christos Giagos,1,0,40,17,0,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Ignacio Bahamondes,KO/TKOKick,KO/TKOKick,1,3:34,Lightweight,0.0,0.0,1.0,0.0,0.0
Trevor Peek,Charlie Campbell,0,0,47,54,2,4,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Charlie Campbell,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Court McGee,Alex Morono,0,0,60,38,1,0,0,1,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Alex Morono,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Valter Walker,Lukasz Brzeski,0,0,33,58,4,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Lukasz Brzeski,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Norma Dumont,Germaine de Randamie,0,0,11,16,6,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Norma Dumont,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Pedro Falcao,Victor Hugo,0,1,42,68,1,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Victor Hugo,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jean Matsumoto,Dan Argueta,0,0,19,14,2,9,1,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Jean Matsumoto,SUBGuillotine,SUBGuillotine Choke,2,4:59,Bantamweight,0.0,0.0,0.0,0.0,0.0
Cesar Almeida,Dylan Budka,0,0,29,1,0,3,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Cesar Almeida,KO/TKOElbows,KO/TKOElbows,2,2:13,Middleweight,0.0,0.0,1.0,0.0,0.0
Melissa Mullins,Nora Cornolle,0,1,11,36,1,0,0,0,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",WIN,Nora Cornolle,KO/TKOKnee,KO/TKOKnee,2,3:06,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Manon Fiorot,Erin Blanchfield,0,0,172,130,1,0,0,1,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Manon Fiorot,U-DEC,U-DEC,5,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Joaquin Buckley,Vicente Luque,0,0,55,21,0,0,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Joaquin Buckley,KO/TKOPunches,KO/TKOPunches,2,3:17,Welterweight,0.0,0.0,0.0,0.0,0.0
Bruno Silva,Chris Weidman,0,1,30,75,0,1,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Chris Weidman,U-DEC,U-DEC,3,2:18,Middleweight,0.0,0.0,0.0,0.0,0.0
Nursulton Ruziboev,Sedriques Dumas,1,0,12,1,0,0,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Nursulton Ruziboev,KO/TKOPunch,KO/TKOPunch,1,3:18,Middleweight,0.0,0.0,0.0,0.0,0.0
Kyle Nelson,Bill Algeo,0,0,32,30,0,0,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Kyle Nelson,KO/TKOPunches,KO/TKOPunches,1,4:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Chidi Njokuani,Rhys McKee,0,0,64,30,0,0,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Chidi Njokuani,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Jamall Emmers,Nate Landwehr,0,1,39,37,0,0,0,0,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Nate Landwehr,KO/TKOPunch,KO/TKOPunch,1,4:43,Featherweight,0.0,0.0,1.0,0.0,0.0
Loopy Godinez,Virna Jandiroba,0,0,38,30,0,2,0,3,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",WIN,Virna Jandiroba,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
